19.04371135	0
19.52893153	0
20.01415171	0
20.49937088	0
20.98459106	0
21.46981124	0.000148602
21.95503143	0
22.44025161	0.001277658
22.9254718	0.001709512
23.41069198	0.002466733
23.89591216	0.006279774
24.38113132	0.011409769
24.86635151	0.014555304
25.35157169	0.014929992
25.83679188	0.01278915
26.32201206	0.008920883
26.80723225	0.004488191
27.29245243	0.001023366
27.77767261	0
28.26289177	0
28.74811196	0
29.23333214	0.000203712
29.71855233	0.00051705
30.20377251	0.000427106
30.68899269	1.6869E-05
31.17421288	0
31.65943306	0
32.14465222	0
32.62987241	0
33.11509259	0
33.60031278	0
34.08553296	0
34.57075314	0
35.05597333	0
35.54119351	0
36.02641267	0
36.51163286	0
36.99685304	0
37.48207322	0
37.96729341	0
38.45251359	0
38.93773378	0
39.42295396	0
39.90817312	0
40.39339331	0
40.87861349	0
41.36383367	0
41.84905386	0
42.33427404	0
42.81949423	0
43.30471441	0
43.78993357	0
44.27515376	0
44.76037394	0
45.24559412	0
45.73081431	0
46.21603449	0
